   1.0000000000000000e+00	   1.2745756618564850e+02	   3.6629195761935598e+01	  -4.0024592704705925e-01	
   2.0000000000000000e+00	   1.2745756701534688e+02	   3.6629195323146362e+01	  -4.0024592704705925e-01	
   3.0000000000000000e+00	   1.2745756784504526e+02	   3.6629194884357119e+01	  -4.0024592704705925e-01	
   4.0000000000000000e+00	   1.2745756867474363e+02	   3.6629194445567883e+01	  -4.0024592704705925e-01	
   5.0000000000000000e+00	   1.2745756950444201e+02	   3.6629194006778640e+01	  -4.0024592704705925e-01	
   6.0000000000000000e+00	   1.2745757033414039e+02	   3.6629193567989404e+01	  -4.0024592704705925e-01	
   7.0000000000000000e+00	   1.2745757116383876e+02	   3.6629193129200161e+01	  -4.0024592704705925e-01	
   8.0000000000000000e+00	   1.2745757199353713e+02	   3.6629192690410925e+01	  -4.0024592704705925e-01	
   9.0000000000000000e+00	   1.2745757282323551e+02	   3.6629192251621689e+01	  -4.0024592704705925e-01	
   1.0000000000000000e+01	   1.2745757365293389e+02	   3.6629191812832445e+01	  -4.0024592704705925e-01	
   1.1000000000000000e+01	   1.2745757448263227e+02	   3.6629191374043209e+01	  -4.0024592704705925e-01	
   1.2000000000000000e+01	   1.2745757531233065e+02	   3.6629190935253966e+01	  -4.0024592704705925e-01	
   1.3000000000000000e+01	   1.2745757614202901e+02	   3.6629190496464730e+01	  -4.0024592704705925e-01	
   1.4000000000000000e+01	   1.2745757697172739e+02	   3.6629190057675487e+01	  -4.0024592704705925e-01	
   1.5000000000000000e+01	   1.2745757780142577e+02	   3.6629189618886251e+01	  -4.0024592704705925e-01	
   1.6000000000000000e+01	   1.2745757863112415e+02	   3.6629189180097015e+01	  -4.0024592704705925e-01	
   1.7000000000000000e+01	   1.2745757946082253e+02	   3.6629188741307772e+01	  -4.0024592704705925e-01	
   1.8000000000000000e+01	   1.2745758029052089e+02	   3.6629188302518536e+01	  -4.0024592704705925e-01	
   1.9000000000000000e+01	   1.2745758112021927e+02	   3.6629187863729292e+01	  -4.0024592704705925e-01	
   2.0000000000000000e+01	   1.2745758194991765e+02	   3.6629187424940056e+01	  -4.0024592704705925e-01	
   2.1000000000000000e+01	   1.2745758277961603e+02	   3.6629186986150813e+01	  -4.0024592704705925e-01	
   2.2000000000000000e+01	   1.2745758360931440e+02	   3.6629186547361577e+01	  -4.0024592704705925e-01	
   2.3000000000000000e+01	   1.2745758443901278e+02	   3.6629186108572341e+01	  -4.0024592704705925e-01	
   2.4000000000000000e+01	   1.2745758526871116e+02	   3.6629185669783098e+01	  -4.0024592704705925e-01	
   2.5000000000000000e+01	   1.2745758609840954e+02	   3.6629185230993862e+01	  -4.0024592704705925e-01	
   2.6000000000000000e+01	   1.2745758692810792e+02	   3.6629184792204619e+01	  -4.0024592704705925e-01	
